sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,38,Hispanic,0,0,3,F,Possession of Cocaine,1
Female,27,Caucasian,0,0,0,F,Possession of Cannabis,1
Female,20,Other,0,0,0,M,Aggravated Assault W/Dead Weap,0
Male,44,Hispanic,0,0,0,M,Driving Under The Influence,1
Male,31,Caucasian,0,0,6,M,Battery,1
Male,29,African-American,0,0,3,F,arrest case no charge,0
Male,48,Caucasian,0,0,13,F,Child Abuse,0
Female,30,African-American,0,0,0,M,Battery,1
Female,25,Caucasian,0,0,2,F,arrest case no charge,0
Male,40,African-American,0,0,3,F,Driving While License Revoked,1
Female,49,Caucasian,0,0,3,F,Resist Officer w/Violence,1
Male,33,Caucasian,0,0,1,M,Susp Drivers Lic 1st Offense,1
Male,31,Hispanic,0,1,1,M,Possess Cannabis/20 Grams Or Less,1
Male,61,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Male,62,Caucasian,0,0,0,M,Assault,1
Female,27,Caucasian,0,0,4,M,Leave Acc/Attend Veh/More $50,0
Male,48,Caucasian,0,0,9,F,Grand Theft (Motor Vehicle),1
Female,40,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,24,Caucasian,0,0,0,F,Possession Of Methamphetamine,1
Male,22,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,30,African-American,0,0,4,M,Battery,0
Male,63,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,46,Hispanic,0,0,0,M,arrest case no charge,1
Male,33,African-American,0,0,4,F,Possession of Cocaine,1
Female,21,African-American,1,0,1,F,Robbery Sudd Snatch No Weapon,0
Male,43,Caucasian,0,0,0,M,Driving Under The Influence,0
Male,26,African-American,0,0,3,F,Pos Cannabis W/Intent Sel/Del,0
Male,51,African-American,0,0,1,F,Neglect Child / No Bodily Harm,1
Male,39,Caucasian,0,0,3,F,arrest case no charge,0
Female,30,Hispanic,0,0,0,M,Battery,0
Male,32,African-American,0,0,14,F,Felony Driving While Lic Suspd,0
Male,22,African-American,0,0,0,M,Petit Theft,1
Male,59,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,38,African-American,0,5,37,M,arrest case no charge,0
Male,23,African-American,0,0,2,F,arrest case no charge,1
Male,42,African-American,0,0,0,M,Battery,0
Male,20,African-American,1,0,1,F,arrest case no charge,0
Male,38,African-American,0,0,2,F,Burglary Dwelling Assault/Batt,0
Female,34,Caucasian,0,0,2,F,Possession of Cannabis,1
Female,36,African-American,0,0,7,F,Criminal Mischief,0
Male,36,African-American,0,0,0,M,Battery,0
Male,31,African-American,0,0,1,F,Felony Battery (Dom Strang),1
Female,28,African-American,0,0,3,F,arrest case no charge,0
Male,28,African-American,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0
Male,60,Caucasian,0,0,3,F,Resist Officer w/Violence,1
Male,43,African-American,0,0,0,F,Deliver Cannabis,1
Male,40,African-American,0,0,1,F,arrest case no charge,1
Male,31,African-American,0,2,15,F,Possession of Cocaine,0
Male,54,African-American,0,0,6,F,Possession of Cocaine,0
Male,26,African-American,0,0,1,F,arrest case no charge,1
Male,24,African-American,0,0,17,F,arrest case no charge,0
Male,21,African-American,0,0,1,F,arrest case no charge,0
Female,29,Hispanic,0,0,1,F,Poss Contr Subst W/o Prescript,0
Male,22,African-American,0,0,0,F,Uttering a Forged Instrument,1
Male,52,Hispanic,0,0,9,F,Felony Petit Theft,0
Female,40,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,37,Caucasian,0,0,0,F,Aggrav Battery w/Deadly Weapon,1
Male,21,Other,0,0,1,F,Grand Theft in the 3rd Degree,1
Female,45,African-American,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,46,African-American,0,0,10,F,Felony Battery (Dom Strang),0
Male,21,Caucasian,0,1,1,F,Burglary Conveyance Unoccup,1
Male,50,African-American,1,0,7,M,Battery,1
Male,35,Caucasian,0,0,6,F,Battery on a Person Over 65,0
Male,52,African-American,0,0,1,M,Viol Injunct Domestic Violence,0
Male,48,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Female,29,African-American,0,0,9,M,Petit Theft $100- $300,0
Male,48,Caucasian,0,0,0,M,Battery,1
Male,31,African-American,0,0,10,F,arrest case no charge,0
Male,21,Caucasian,0,0,3,F,Pos Cannabis W/Intent Sel/Del,0
Male,32,Other,0,0,0,F,Tamper With Witness/Victim/CI,0
Male,47,African-American,0,0,0,M,Battery,1
Male,62,African-American,0,0,1,M,Possess Drug Paraphernalia,1
Male,21,African-American,1,2,3,F,Criminal Mischief,0
Male,35,African-American,3,0,13,F,Possession of Cocaine,1
Male,46,African-American,0,0,3,M,Operating W/O Valid License,0
Male,34,African-American,0,0,5,F,Grand Theft in the 3rd Degree,0
Male,52,African-American,0,0,2,F,arrest case no charge,1
Female,39,African-American,0,1,7,F,Possession of Cocaine,1
Male,21,Caucasian,0,0,0,M,Battery,0
Male,53,Caucasian,0,0,1,M,Aggravated Assault W/Dead Weap,1
Female,19,Caucasian,0,0,0,F,Felony Battery w/Prior Convict,0
Male,45,African-American,0,0,1,F,arrest case no charge,1
Female,27,Caucasian,0,0,0,F,Burglary With Assault/battery,1
Male,25,Caucasian,0,0,0,M,Battery,1
Male,30,Caucasian,0,0,0,F,Felony DUI (level 3),0
Male,31,African-American,0,0,2,F,Driving While License Revoked,0
Male,28,Caucasian,0,0,3,F,arrest case no charge,1
Male,36,African-American,0,0,3,M,Battery,0
Male,27,African-American,0,0,7,F,arrest case no charge,0
Male,42,African-American,0,0,1,F,Possession of Cocaine,1
Male,35,Caucasian,0,0,0,F,Possession of Cocaine,0
Female,33,Caucasian,0,0,2,F,Poss Contr Subst W/o Prescript,1
Male,24,Hispanic,1,0,6,F,"Deliver 3,4 Methylenediox",0
Male,25,African-American,0,1,21,F,arrest case no charge,0
Female,42,Caucasian,0,0,0,M,Battery,1
Male,21,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,28,African-American,0,0,0,M,Battery,1
Male,27,African-American,0,0,25,F,arrest case no charge,0
Female,21,Caucasian,0,0,0,F,Burglary Unoccupied Dwelling,1
Male,26,Caucasian,0,0,0,M,Battery,0
Male,36,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Male,23,African-American,0,0,1,M,Possess Cannabis/20 Grams Or Less,0
Male,49,Caucasian,0,0,0,F,Possession of Cocaine,0
Male,29,African-American,0,0,11,F,Possession of Cocaine,0
Male,44,Caucasian,0,0,0,F,Possession of Cocaine,0
Male,28,Caucasian,0,0,1,M,Battery,1
Male,27,African-American,0,0,2,M,Driving License Suspended,0
Female,35,African-American,0,0,12,F,Possession Of Alprazolam,0
Male,36,African-American,0,0,19,M,Driving License Suspended,0
Male,46,Caucasian,0,0,2,M,Susp Drivers Lic 1st Offense,1
Male,34,African-American,0,0,3,F,Felony Driving While Lic Suspd,1
Male,45,African-American,0,0,15,F,Driving While License Revoked,0
Male,28,African-American,0,0,9,F,Driving While License Revoked,0
Female,25,African-American,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,21,African-American,0,1,1,M,Assault,1
Male,37,Caucasian,0,0,1,M,Battery,1
Male,24,African-American,0,0,3,F,Possession of Cocaine,0
Male,37,Caucasian,0,0,1,M,Battery,0
Male,24,Caucasian,0,0,1,F,Burglary Conveyance Unoccup,0
Male,49,Other,0,0,2,F,arrest case no charge,1
Male,35,African-American,0,0,3,F,Aggravated Battery / Pregnant,0
Male,23,African-American,0,0,1,F,arrest case no charge,0
Male,36,Caucasian,0,0,4,F,Possession of Cocaine,0
Male,43,Caucasian,0,0,5,F,Burglary Structure Unoccup,1
Male,28,African-American,0,0,6,M,arrest case no charge,0
Female,21,African-American,1,0,4,F,arrest case no charge,0
Male,53,African-American,0,0,1,M,DUI Property Damage/Injury,1
Female,27,African-American,0,0,2,M,Petit Theft $100- $300,0
Male,39,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,1
Male,47,African-American,0,0,22,F,Felony Driving While Lic Suspd,0
Male,28,African-American,0,0,4,F,Uttering a Forged Instrument,0
Male,49,Caucasian,0,0,7,F,Possession of Cocaine,1
Male,36,Caucasian,0,0,2,F,"Poss3,4 Methylenedioxymethcath",1
Female,24,African-American,0,0,1,F,arrest case no charge,1
Male,35,Hispanic,0,0,0,M,Battery,1
Male,23,African-American,0,0,3,F,Tampering With Physical Evidence,1
Male,26,African-American,0,0,2,F,Aggrav Battery w/Deadly Weapon,1
Male,31,African-American,0,0,7,F,Grand Theft in the 3rd Degree,0
Female,30,African-American,0,3,14,F,Carrying Concealed Firearm,0
Male,25,Caucasian,0,0,2,M,Driving Under The Influence,1
Male,24,African-American,0,0,6,F,Deliver Cocaine,0
Male,34,Hispanic,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,26,African-American,0,0,2,M,Battery,1
Male,60,Hispanic,0,0,0,F,False Imprisonment,1
Female,20,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,36,Caucasian,1,0,10,M,Battery,0
Male,23,Caucasian,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1
Male,26,African-American,0,0,5,F,arrest case no charge,0
Male,40,Caucasian,0,0,4,M,Driving Under The Influence,1
Male,28,Other,0,0,1,F,Felony Driving While Lic Suspd,0
Male,49,Hispanic,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,46,African-American,0,0,8,F,arrest case no charge,0
Male,19,African-American,0,1,1,F,arrest case no charge,0
Male,53,Caucasian,0,0,1,F,arrest case no charge,1
Male,56,Caucasian,0,0,5,F,Possession of Oxycodone,1
Female,24,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,31,Hispanic,0,0,0,F,Stalking (Aggravated),1
Female,33,Caucasian,0,0,2,F,Possession of Hydromorphone,1
Male,26,Caucasian,0,3,8,F,Robbery / Weapon,0
Male,56,Caucasian,0,0,1,M,Tamper With Witness/Victim/CI,1
Male,32,Caucasian,0,0,2,F,Possession Of Alprazolam,1
Male,25,Caucasian,0,0,0,F,arrest case no charge,0
Male,21,African-American,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,38,African-American,0,0,3,F,Felony Battery w/Prior Convict,1
Male,23,Caucasian,0,0,0,F,Fleeing Or Attmp Eluding A Leo,1
Male,67,African-American,0,0,4,M,Driving License Suspended,1
Male,20,Caucasian,0,0,0,F,arrest case no charge,0
Female,39,Caucasian,0,0,4,F,Aggravated Assault W/Dead Weap,0
Male,24,African-American,0,0,1,F,Burglary Unoccupied Dwelling,0
Male,49,African-American,0,0,3,F,arrest case no charge,1
Male,20,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,28,Caucasian,0,0,0,M,Battery,1
Male,67,Caucasian,0,0,3,F,arrest case no charge,1
Male,33,Hispanic,0,0,0,F,Aggravated Battery / Pregnant,1
Male,20,Hispanic,1,0,1,F,arrest case no charge,0
Male,40,Caucasian,0,0,4,F,arrest case no charge,1
Male,45,African-American,0,0,17,F,Felony Petit Theft,0
Male,27,African-American,0,0,8,F,Poss Cocaine/Intent To Del/Sel,0
Male,22,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,36,Caucasian,0,0,9,F,Driving While License Revoked,1
Male,40,Caucasian,0,0,0,M,Battery,0
Male,30,Caucasian,0,0,1,M,Expired DL More Than 6 Months,0
Male,42,African-American,0,0,1,F,arrest case no charge,1
Male,24,African-American,0,0,2,F,False Ownership Info/Pawn Item,0
Male,39,Hispanic,0,0,2,F,Crimin Mischief Damage $1000+,0
Female,32,Hispanic,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0
Male,26,Caucasian,0,0,0,M,Grand Theft (Motor Vehicle),1
Male,54,Caucasian,0,0,1,M,Battery,0
Male,27,Hispanic,0,0,2,F,Lewd/Lasc Battery Pers 12+/<16,1
Male,61,Caucasian,0,0,1,F,arrest case no charge,1
Male,51,African-American,0,0,1,M,Possess Cannabis/20 Grams Or Less,0
Male,57,Caucasian,0,0,0,F,Aggrav Battery w/Deadly Weapon,1
Male,24,Caucasian,0,0,3,M,Battery,0
Male,34,African-American,0,0,1,F,arrest case no charge,1
Female,28,African-American,0,0,10,M,Operating W/O Valid License,0
Male,35,African-American,0,0,10,M,Viol Prot Injunc Repeat Viol,0
Male,30,African-American,0,0,6,F,Driving While License Revoked,0
Male,53,Other,0,0,1,F,arrest case no charge,1
Male,44,African-American,0,0,0,F,Robbery / No Weapon,1
Male,61,Caucasian,0,0,10,F,Burglary Conveyance Unoccup,1
Male,26,African-American,0,0,1,F,arrest case no charge,0
Male,48,African-American,1,0,10,F,Felony Driving While Lic Suspd,0
Male,42,African-American,0,0,4,M,Driving License Suspended,1
Male,38,Caucasian,0,0,10,F,Possession of Cocaine,0
Male,39,African-American,0,0,4,F,Grand Theft in the 3rd Degree,1
Female,53,Caucasian,0,0,0,M,Battery,1
Male,26,African-American,0,0,3,M,Poss Of Controlled Substance,1
Male,22,African-American,0,0,1,F,Burglary Unoccupied Dwelling,0
Male,50,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,44,Caucasian,3,0,16,M,Driving Under The Influence,1
Male,24,African-American,0,1,4,F,Agg Assault W/int Com Fel Dome,0
Male,21,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,50,Caucasian,0,0,0,F,Possession of Cocaine,1
Female,36,Caucasian,0,0,0,M,Battery,1
Male,39,Caucasian,0,0,0,F,arrest case no charge,1
Female,54,African-American,0,0,7,F,Fraudulent Use of Credit Card,1
Male,29,African-American,0,0,0,M,Resist Officer w/Violence,1
Male,26,Caucasian,0,0,0,M,Battery,1
Male,41,African-American,0,0,3,F,Felony Driving While Lic Suspd,0
Male,23,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,34,Caucasian,0,0,0,M,Battery,1
Male,31,Caucasian,0,0,11,F,False Ownership Info/Pawn Item,0
Male,20,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,49,African-American,0,0,10,F,arrest case no charge,0
Male,26,African-American,0,0,4,F,Possession Of Methamphetamine,0
Male,28,African-American,0,0,1,F,Possession of Cocaine,0
Male,26,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,55,African-American,0,0,1,F,Possession of Cocaine,1
Male,22,African-American,0,0,0,M,Prowling/Loitering,1
Female,26,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,56,Other,0,0,0,M,Battery,1
Male,66,Caucasian,0,0,1,F,arrest case no charge,1
Male,58,African-American,0,0,16,F,arrest case no charge,0
Male,33,African-American,0,0,8,F,Possession of Oxycodone,1
Female,31,African-American,0,0,0,M,Battery,1
Male,26,African-American,0,0,1,M,Poss Of Controlled Substance,1
Male,35,African-American,0,0,4,M,Poss Of Controlled Substance,1
Female,41,Caucasian,0,0,12,F,Felony Battery w/Prior Convict,0
Male,34,Caucasian,0,0,0,M,Battery,1
Female,32,African-American,0,0,0,F,Felony Driving While Lic Suspd,1
Male,37,African-American,0,0,9,F,Poss Cocaine/Intent To Del/Sel,0
Male,50,African-American,0,0,1,F,Possession of Cocaine,1
Male,35,Caucasian,0,0,1,F,arrest case no charge,1
Female,47,Caucasian,0,0,0,M,Prostitution/Lewd Act Assignation,0
Female,52,African-American,0,0,8,F,arrest case no charge,1
Male,36,African-American,0,0,1,M,arrest case no charge,0
Male,45,African-American,0,0,13,F,Felony Driving While Lic Suspd,0
Male,19,Other,0,0,0,M,Battery,0
Male,41,African-American,0,0,8,F,Driving While License Revoked,0
Male,24,African-American,0,0,0,M,Battery,1
Male,21,African-American,0,1,1,F,Robbery / No Weapon,1
Male,54,Caucasian,0,0,0,M,Battery,1
Male,49,Caucasian,0,0,0,F,Grand Theft (Motor Vehicle),1
Male,42,Caucasian,0,0,1,F,arrest case no charge,1
Male,21,African-American,0,0,1,F,Possession of Cocaine,0
Male,61,African-American,0,0,30,F,arrest case no charge,1
Male,74,Caucasian,0,0,0,M,DUI - Enhanced,1
Female,38,Hispanic,0,0,0,F,Possession of Cannabis,1
Male,75,Caucasian,0,0,2,M,Driving License Suspended,1
Female,39,African-American,0,0,1,F,arrest case no charge,1
Female,38,African-American,0,0,0,F,arrest case no charge,1
Male,19,African-American,1,0,1,F,arrest case no charge,0
Male,28,Caucasian,0,0,0,F,Burglary Unoccupied Dwelling,0
Male,53,African-American,0,0,2,F,arrest case no charge,1
Male,25,African-American,0,0,1,F,Fleeing or Eluding a LEO,0
Male,53,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Male,53,African-American,0,0,4,F,Grand Theft in the 3rd Degree,1
Male,23,African-American,0,1,2,F,Burglary Unoccupied Dwelling,1
Male,55,Caucasian,0,0,33,F,Felony Petit Theft,0
Female,64,Caucasian,0,0,1,F,arrest case no charge,1
Male,23,African-American,0,0,1,M,Battery,0
Male,38,Hispanic,0,0,1,M,Driving Under The Influence,1
Male,23,African-American,0,0,4,F,Possession of Cannabis,0
Female,41,Hispanic,0,0,0,F,Burglary Structure Unoccup,1
Male,53,Other,0,0,0,M,Driving Under The Influence,1
Male,34,African-American,0,0,0,F,Battery on a Person Over 65,1
Male,24,Hispanic,0,0,0,F,Felony Battery (Dom Strang),0
Male,26,African-American,0,0,1,M,Criminal Mischief Damage <$200,1
Male,44,Caucasian,0,0,4,F,Driving While License Revoked,1
Female,27,Caucasian,0,0,0,F,Aggrav Battery w/Deadly Weapon,1
Male,28,Caucasian,0,0,14,F,Pos Cannabis W/Intent Sel/Del,1
Male,55,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Female,22,African-American,0,0,2,F,arrest case no charge,1
Male,36,African-American,0,0,15,F,arrest case no charge,1
Male,23,African-American,0,0,1,F,arrest case no charge,1
Male,56,African-American,0,0,1,M,Driving Under The Influence,1
Male,27,Caucasian,0,0,2,F,Possession Of Alprazolam,0
Male,37,Caucasian,0,0,1,M,Battery,1
Male,32,African-American,0,0,1,F,Leaving the Scene of Accident,0
Male,41,African-American,2,0,18,M,Unlaw Use False Name/Identity,0
Male,22,African-American,0,0,1,F,Battery on Law Enforc Officer,0
Male,37,Caucasian,0,0,1,F,Possession of Cocaine,0
Male,45,African-American,0,0,3,M,Viol Pretrial Release Dom Viol,1
Female,31,African-American,0,0,14,F,Aggravated Assault,1
Male,42,African-American,0,0,7,F,Felony Battery (Dom Strang),0
Male,26,African-American,0,2,20,F,Grand Theft (Motor Vehicle),0
Male,33,Caucasian,0,0,0,F,"Deliver 3,4 Methylenediox",0
Male,22,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0
Male,32,Caucasian,0,0,2,F,Resist Officer w/Violence,0
Female,36,African-American,0,0,1,M,Battery,1
Male,54,Caucasian,0,0,0,M,Prostitution/Lewd Act Assignation,1
Male,25,African-American,0,1,5,F,arrest case no charge,0
Male,24,Caucasian,0,0,3,F,Grand Theft in the 3rd Degree,0
Male,23,Hispanic,0,0,0,M,Leaving Acc/Unattended Veh,1
Male,61,Caucasian,0,0,0,M,Battery,1
Female,42,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,28,Caucasian,0,0,1,M,DUI Property Damage/Injury,0
Male,27,African-American,0,0,1,M,Possess Cannabis/20 Grams Or Less,1
Male,24,Caucasian,0,0,2,M,Battery,1
Male,33,African-American,0,0,14,F,Possession of Oxycodone,1
Male,32,African-American,0,0,16,F,Driving While License Revoked,0
Male,38,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Male,27,African-American,0,0,1,F,Possession Burglary Tools,0
Male,39,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,29,Caucasian,0,0,0,F,Uttering a Forged Instrument,1
Male,29,Caucasian,0,0,1,F,Possession of Cocaine,1
Male,65,Caucasian,0,0,6,F,arrest case no charge,1
Male,36,Caucasian,0,0,1,F,Possession Of Alprazolam,0
Male,46,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0
Male,44,African-American,1,0,7,F,Poss of Cocaine W/I/D/S 1000FT Park,1
Male,27,African-American,0,0,0,M,Susp Drivers Lic 1st Offense,1
Male,27,African-American,0,0,8,F,Felony Battery (Dom Strang),0
Male,61,Caucasian,0,0,0,M,Battery,1
Male,47,African-American,0,0,0,M,Battery,0
Male,27,African-American,0,0,1,M,Battery,1
Male,28,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,31,Caucasian,0,0,1,M,Battery,0
Male,53,African-American,0,0,2,F,arrest case no charge,0
Male,26,African-American,0,0,1,F,arrest case no charge,0
Male,25,African-American,0,0,2,F,arrest case no charge,1
Male,23,Other,0,0,5,M,Resist/Obstruct W/O Violence,0
Female,21,African-American,0,3,4,M,arrest case no charge,0
Male,23,African-American,0,0,1,M,Leave Acc/Attend Veh/More $50,1
Male,30,Other,0,1,3,M,Battery,1
Male,27,African-American,0,0,2,M,Battery,0
Male,57,African-American,0,0,6,M,Opert With Susp DL 2nd Offens,0
Male,44,Caucasian,0,0,8,F,arrest case no charge,0
Female,26,African-American,0,0,0,M,Battery,1
Male,21,Caucasian,0,0,0,F,arrest case no charge,0
Male,63,African-American,0,0,1,F,Felony Battery (Dom Strang),1
Female,62,Caucasian,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1
Male,48,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,62,African-American,0,0,3,M,DUI Property Damage/Injury,0
Male,28,African-American,1,1,5,F,Aggrav Stalking After Injunctn,1
Male,56,Caucasian,0,0,1,F,Fleeing Or Attmp Eluding A Leo,1
Male,35,Hispanic,0,0,2,F,arrest case no charge,1
Female,56,Hispanic,0,0,2,M,Viol Injunction Protect Dom Vi,0
Male,22,African-American,1,0,2,F,Uttering a Forged Instrument,0
Male,35,African-American,0,0,4,M,Driving License Suspended,1
Male,22,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,60,Caucasian,0,0,3,M,Susp Drivers Lic 1st Offense,1
Female,32,African-American,0,0,0,F,Uttering Forged Bills,1
Female,33,African-American,0,0,3,F,Aggravated Assault W/Dead Weap,0
Male,38,Other,0,0,2,F,Felony Driving While Lic Suspd,0
Male,53,Caucasian,0,0,0,M,Battery,1
Male,32,Caucasian,0,0,0,M,Battery,1
Male,26,Caucasian,0,0,0,M,Criminal Mischief Damage <$200,1
Male,61,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,21,African-American,0,0,0,M,Battery,1
Male,69,African-American,0,0,22,M,Assault,1
Male,26,African-American,0,0,0,M,Driving Under The Influence,1
Male,21,Caucasian,0,0,1,F,arrest case no charge,1
Male,41,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,45,African-American,0,0,0,F,Driving While License Revoked,0
Male,31,African-American,0,1,10,F,Driving While License Revoked,0
Female,54,Caucasian,0,0,0,F,Agg Battery Grt/Bod/Harm,0
